"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"29/12/2022","TOTAL","5.02","4.00","4.00","4.00","4.00","4.00","0","4.00","","10278.0000","41112.0000"
"29/12/2022","UNIL","5.89","3.88","3.88","3.88","3.88","3.88","0","","3.50","15.0000","52.5000"
"28/12/2022","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0","","","0.0000","0.0000"
"28/12/2022","ACCESS","4.01","1.90","4.01","4.01","4.01","4.01","0","","4.01","35.0000","140.3500"
"28/12/2022","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0","","5.06","2.0000","10.1200"
"28/12/2022","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0","37.00","","0.0000","0.0000"
"28/12/2022","ALW","0.10","0.10","0.10","0.10","0.10","0.10","0","","0.10","0.0000","0.0000"
"28/12/2022","ASG","8.87","8.87","8.87","8.87","8.87","8.87","0","","","0.0000","0.0000"
"28/12/2022","BOPP","7.65","6.00","7.65","7.65","7.65","7.65","0","7.65","8.00","0.0000","0.0000"
"28/12/2022","CAL","0.91","0.65","0.65","0.65","0.65","0.65","0","0.65","","1000.0000","650.0000"
"28/12/2022","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.0000","0.0000"
"28/12/2022","CMLT","0.11","0.10","0.10","0.10","0.10","0.10","0","","0.10","0.0000","0.0000"
"28/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","1584.0000","31.6800"
"28/12/2022","DASPHARMA","0.40","0.40","0.40","0.40","0.40","0.40","0","","0.40","0.0000","0.0000"
"28/12/2022","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0","","0.09","0.0000","0.0000"
"28/12/2022","EGH","7.60","6.50","6.64","6.64","6.64","6.64","0","","6.40","0.0000","0.0000"
"28/12/2022","EGL","3.30","2.79","3.20","3.20","3.20","3.20","0","","3.20","0.0000","0.0000"
"28/12/2022","ETI","0.20","0.13","0.15","0.15","0.15","0.15","0","","0.15","1980.0000","297.0000"
"28/12/2022","FML","4.00","3.00","3.00","3.00","3.00","3.00","0","","3.00","0.0000","0.0000"
"28/12/2022","GCB","5.24","3.70","3.95","3.95","3.95","3.95","0","","3.95","43947.0000","173590.6500"
"28/12/2022","GGBL","2.22","1.80","2.05","2.05","2.05","2.05","0","","2.05","21.0000","43.0500"
"28/12/2022","GLD","267.51","108.60","212.00","212.00","217.80","217.80","5.8","212.00","","9110.0000","1984158.0000"
"28/12/2022","GOIL","1.82","1.72","1.72","1.72","1.71","1.72","0","","1.72","34.0000","58.4800"
"28/12/2022","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0","","","0.0000","0.0000"
"28/12/2022","IIL","0.05","0.04","0.04","0.04","0.04","0.04","0","","","0.0000","0.0000"
"28/12/2022","MAC","5.39","5.38","5.38","5.38","5.38","5.38","0","5.38","5.39","0.0000","0.0000"
"28/12/2022","MMH","0.11","0.11","0.11","0.11","0.11","0.11","0","","0.11","0.0000","0.0000"
"28/12/2022","MTNGH","1.11","0.75","0.88","0.88","0.88","0.88","0","0.86","0.88","18234.0000","16045.9200"
"28/12/2022","PBC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.0000","0.0000"
"28/12/2022","POP","0.68","0.65","0.68","0.68","0.68","0.68","0","","","0.0000","0.0000"
"28/12/2022","RBGH","0.60","0.54","0.54","0.54","0.54","0.54","0","","0.54","33.0000","17.8200"
"28/12/2022","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0","","","0.0000","0.0000"
"28/12/2022","SCB","20.30","20.16","20.16","20.16","20.16","20.16","0","","19.95","14.0000","279.3000"
"28/12/2022","SCB PREF","0.90","0.90","0.90","0.90","0.90","0.90","0","","0.90","0.0000","0.0000"
"28/12/2022","SIC","0.33","0.08","0.31","0.31","0.31","0.31","0","","0.31","30.0000","9.3000"
"28/12/2022","SOGEGH","1.20","0.96","1.00","1.00","1.00","1.00","0","","1.00","8.0000","8.0000"
"28/12/2022","SWL","0.05","0.05","0.05","0.05","0.05","0.05","0","","","0.0000","0.0000"
"28/12/2022","TBL","0.80","0.34","0.80","0.80","0.80","0.80","0","0.80","","0.0000","0.0000"
"28/12/2022","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0","","11.92","0.0000","0.0000"
"28/12/2022","TOTAL","5.02","4.00","4.00","4.00","4.00","4.00","0","4.00","","464.0000","1856.0000"
"28/12/2022","UNIL","5.89","3.88","3.88","3.88","3.88","3.88","0","","3.50","0.0000","0.0000"
"23/12/2022","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0","","","0.0000","0.0000"
"23/12/2022","ACCESS","4.01","1.90","4.01","4.01","4.01","4.01","0","","4.01","0.0000","0.0000"
"23/12/2022","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0","","5.06","0.0000","0.0000"
"23/12/2022","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0","37.00","","0.0000","0.0000"
"23/12/2022","ALW","0.10","0.10","0.10","0.10","0.10","0.10","0","","0.10","0.0000","0.0000"
"23/12/2022","ASG","8.87","8.87","8.87","8.87","8.87","8.87","0","","","0.0000","0.0000"
"23/12/2022","BOPP","7.65","6.00","7.65","7.65","7.65","7.65","0","7.65","8.00","0.0000","0.0000"
"23/12/2022","CAL","0.91","0.65","0.65","0.65","0.65","0.65","0","0.60","0.65","35472.0000","23056.8000"
"23/12/2022","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","270.0000","8.1000"
"23/12/2022","CMLT","0.11","0.10","0.10","0.10","0.10","0.10","0","","0.10","0.0000","0.0000"
"23/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","22.0000","0.4400"
"23/12/2022","DASPHARMA","0.40","0.40","0.40","0.40","0.40","0.40","0","","0.40","35.0000","14.0000"
"23/12/2022","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0","","0.09","0.0000","0.0000"
"23/12/2022","EGH","7.60","6.50","6.64","6.64","6.64","6.64","0","","6.40","228.0000","1511.7600"
"23/12/2022","EGL","3.30","2.79","3.20","3.20","3.20","3.20","0","","3.20","10500.0000","33600.0000"
"23/12/2022","ETI","0.20","0.13","0.15","0.15","0.15","0.15","0","","0.15","6138.0000","920.7000"
"23/12/2022","FML","4.00","3.00","3.00","3.00","3.00","3.00","0","","3.00","10220.0000","30660.0000"
"23/12/2022","GCB","5.24","3.70","3.95","3.95","3.95","3.95","0","","3.95","1.0000","3.9500"
"23/12/2022","GGBL","2.22","1.80","2.05","2.05","2.05","2.05","0","","2.05","145399.0000","298067.9500"
"23/12/2022","GLD","267.51","108.60","212.00","212.00","212.00","212.00","0","212.00","","0.0000","0.0000"
"23/12/2022","GOIL","1.82","1.72","1.73","1.73","1.71","1.72","-0.01","","1.71","1844444.0000","3171960.2500"
"23/12/2022","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0","","","0.0000","0.0000"
"23/12/2022","IIL","0.05","0.04","0.04","0.04","0.04","0.04","0","","","0.0000","0.0000"
"23/12/2022","MAC","5.39","5.38","5.38","5.38","5.38","5.38","0","","5.39","0.0000","0.0000"
"23/12/2022","MMH","0.11","0.11","0.11","0.11","0.11","0.11","0","","0.11","0.0000","0.0000"
"23/12/2022","MTNGH","1.11","0.75","0.88","0.88","0.88","0.88","0","0.88","","13085112.0000","11514898.5600"
"23/12/2022","PBC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.0000","0.0000"
"23/12/2022","POP","0.68","0.65","0.68","0.68","0.68","0.68","0","","","0.0000","0.0000"
"23/12/2022","RBGH","0.60","0.54","0.54","0.54","0.54","0.54","0","","0.54","14.0000","7.5600"
"23/12/2022","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0","","","0.0000","0.0000"
"23/12/2022","SCB","20.30","20.16","20.16","20.16","20.16","20.16","0","","19.95","5600.0000","112896.0000"
"23/12/2022","SCB PREF","0.90","0.90","0.90","0.90","0.90","0.90","0","","0.90","0.0000","0.0000"
"23/12/2022","SIC","0.33","0.08","0.31","0.31","0.31","0.31","0","","0.31","109.0000","33.7900"
"23/12/2022","SOGEGH","1.20","0.96","1.00","1.00","1.00","1.00","0","","1.00","332388.0000","332388.0000"
"23/12/2022","SWL","0.05","0.05","0.05","0.05","0.05","0.05","0","","","0.0000","0.0000"
"23/12/2022","TBL","0.80","0.34","0.80","0.80","0.80","0.80","0","0.80","","0.0000","0.0000"
"23/12/2022","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0","","11.92","0.0000","0.0000"
"23/12/2022","TOTAL","5.02","4.00","4.00","4.00","4.00","4.00","0","4.00","","229575.0000","918300.0000"
"23/12/2022","UNIL","5.89","3.88","3.88","3.88","3.88","3.88","0","","3.88","0.0000","0.0000"
"22/12/2022","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0","","","0.0000","0.0000"
"22/12/2022","ACCESS","4.01","1.90","4.01","4.01","4.01","4.01","0","","4.01","2.0000","8.0200"
"22/12/2022","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0","","5.06","1.0000","5.0600"
"22/12/2022","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0","37.00","","0.0000","0.0000"
"22/12/2022","ALW","0.10","0.10","0.10","0.10","0.10","0.10","0","","0.10","1.0000","0.1000"
"22/12/2022","ASG","8.87","8.87","8.87","8.87","8.87","8.87","0","","","0.0000","0.0000"
"22/12/2022","BOPP","7.65","6.00","7.65","7.65","7.65","7.65","0","7.65","8.00","0.0000","0.0000"
"22/12/2022","CAL","0.91","0.65","0.65","0.65","0.65","0.65","0","0.65","0.67","30456.0000","19796.4000"
"22/12/2022","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.0000","0.0000"
"22/12/2022","CMLT","0.11","0.10","0.10","0.10","0.10","0.10","0","","0.10","0.0000","0.0000"
"22/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.0000","0.0000"
"22/12/2022","DASPHARMA","0.40","0.40","0.40","0.40","0.40","0.40","0","","0.40","1.0000","0.4000"
"22/12/2022","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0","","0.09","0.0000","0.0000"
"22/12/2022","EGH","7.60","6.50","6.64","6.64","6.64","6.64","0","","6.40","0.0000","0.0000"
"22/12/2022","EGL","3.30","2.79","3.20","3.20","3.20","3.20","0","","3.00","0.0000","0.0000"
"22/12/2022","ETI","0.20","0.13","0.15","0.15","0.15","0.15","0","","0.15","1018.0000","152.7000"
"22/12/2022","FML","4.00","3.00","3.00","3.00","3.00","3.00","0","","3.00","0.0000","0.0000"
"22/12/2022","GCB","5.24","3.70","3.95","3.95","3.95","3.95","0","","3.95","1.0000","3.9500"
"22/12/2022","GGBL","2.22","1.80","2.05","2.05","2.05","2.05","0","","2.05","0.0000","0.0000"
"22/12/2022","GLD","267.51","108.60","185.00","185.00","212.00","212.00","27","185.00","","17175.0000","3641100.0000"
"22/12/2022","GOIL","1.82","1.73","1.73","1.73","1.73","1.73","0","","1.71","155.0000","265.0500"
"22/12/2022","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0","","","0.0000","0.0000"
"22/12/2022","IIL","0.05","0.04","0.04","0.04","0.04","0.04","0","","","0.0000","0.0000"
"22/12/2022","MAC","5.39","5.38","5.38","5.38","5.38","5.38","0","","5.39","0.0000","0.0000"
"22/12/2022","MMH","0.11","0.11","0.11","0.11","0.11","0.11","0","","0.11","0.0000","0.0000"
"22/12/2022","MTNGH","1.11","0.75","0.88","0.88","0.88","0.88","0","0.88","","19140.0000","16843.2000"
"22/12/2022","PBC","0.03","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.0000","0.0000"
"22/12/2022","POP","0.68","0.65","0.68","0.68","0.68","0.68","0","","","0.0000","0.0000"
"22/12/2022","RBGH","0.60","0.54","0.54","0.54","0.54","0.54","0","","0.54","3.0000","1.6200"
"22/12/2022","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0","0.55","","0.0000","0.0000"
"22/12/2022","SCB","20.30","20.16","20.16","20.16","20.16","20.16","0","","19.95","0.0000","0.0000"
"22/12/2022","SCB PREF","0.90","0.90","0.90","0.90","0.90","0.90","0","","0.90","0.0000","0.0000"
"22/12/2022","SIC","0.33","0.08","0.31","0.31","0.31","0.31","0","","0.31","3.0000","0.9300"
"22/12/2022","SOGEGH","1.20","0.96","1.00","1.00","1.00","1.00","0","","1.00","26.0000","26.0000"
"22/12/2022","SWL","0.05","0.05","0.05","0.05","0.05","0.05","0","","","0.0000","0.0000"
"22/12/2022","TBL","0.80","0.34","0.80","0.80","0.80","0.80","0","0.80","","0.0000","0.0000"
"22/12/2022","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0","","11.92","0.0000","0.0000"
"22/12/2022","TOTAL","5.02","4.00","4.00","4.00","4.00","4.00","0","4.00","","0.0000","0.0000"
"22/12/2022","UNIL","5.89","3.88","3.88","3.88","3.88","3.88","0","","3.88","20.0000","77.6000"
"21/12/2022","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0","","","0.0000","0.0000"
"21/12/2022","ACCESS","4.01","1.90","4.01","4.01","4.01","4.01","0","","4.00","80.0000","320.0000"
"21/12/2022","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0","","","0.0000","0.0000"
"21/12/2022","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0","37.00","","0.0000","0.0000"
"21/12/2022","ALW","0.10","0.10","0.10","0.10","0.10","0.10","0","","0.10","0.0000","0.0000"
"21/12/2022","ASG","8.87","8.87","8.87","8.87","8.87","8.87","0","","","0.0000","0.0000"
"21/12/2022","BOPP","7.65","6.00","7.65","7.65","7.65","7.65","0","7.65","8.00","0.0000","0.0000"
"21/12/2022","CAL","0.91","0.65","0.65","0.65","0.65","0.65","0","0.65","","0.0000","0.0000"
"21/12/2022","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","400.0000","12.0000"
"21/12/2022","CMLT","0.11","0.10","0.10","0.10","0.10","0.10","0","","0.10","0.0000","0.0000"
"21/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.0000","0.0000"
"21/12/2022","DASPHARMA","0.40","0.40","0.40","0.40","0.40","0.40","0","","0.40","0.0000","0.0000"
"21/12/2022","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0","","0.09","0.0000","0.0000"
"21/12/2022","EGH","7.60","6.50","6.64","6.64","6.64","6.64","0","","6.64","0.0000","0.0000"
"21/12/2022","EGL","3.30","2.79","3.20","3.20","3.20","3.20","0","","3.00","0.0000","0.0000"
"21/12/2022","ETI","0.20","0.13","0.15","0.15","0.15","0.15","0","","0.15","0.0000","0.0000"
"21/12/2022","FML","4.00","3.00","3.00","3.00","3.00","3.00","0","","3.00","48.0000","144.0000"
"21/12/2022","GCB","5.24","3.70","3.95","3.95","3.95","3.95","0","","3.95","0.0000","0.0000"
"21/12/2022","GGBL","2.22","1.80","2.05","2.05","2.05","2.05","0","","2.05","0.0000","0.0000"
"21/12/2022","GLD","267.51","108.60","159.20","159.20","185.00","185.00","25.8","159.19","","50.0000","9250.0000"
"21/12/2022","GOIL","1.82","1.73","1.73","1.73","1.73","1.73","0","","1.71","2.0000","3.4200"
"21/12/2022","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0","","","0.0000","0.0000"
"21/12/2022","IIL","0.05","0.04","0.04","0.04","0.04","0.04","0","0.04","","0.0000","0.0000"
"21/12/2022","MAC","5.39","5.38","5.38","5.38","5.38","5.38","0","","5.39","0.0000","0.0000"
"21/12/2022","MMH","0.11","0.11","0.11","0.11","0.11","0.11","0","","0.11","0.0000","0.0000"
"21/12/2022","MTNGH","1.11","0.75","0.88","0.88","0.88","0.88","0","0.88","","3519.0000","3096.7200"
"21/12/2022","PBC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","804.0000","16.0800"
"21/12/2022","POP","0.68","0.65","0.68","0.68","0.68","0.68","0","","","0.0000","0.0000"
"21/12/2022","RBGH","0.60","0.54","0.54","0.54","0.54","0.54","0","","0.54","0.0000","0.0000"
"21/12/2022","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0","0.55","","0.0000","0.0000"
"21/12/2022","SCB","20.30","20.16","20.16","20.16","20.16","20.16","0","","20.16","0.0000","0.0000"
"21/12/2022","SCB PREF","0.90","0.90","0.90","0.90","0.90","0.90","0","","0.90","0.0000","0.0000"
"21/12/2022","SIC","0.33","0.08","0.31","0.31","0.31","0.31","0","","0.31","7.0000","2.1700"
"21/12/2022","SOGEGH","1.20","0.96","1.00","1.00","1.00","1.00","0","","1.00","14.0000","14.0000"
"21/12/2022","SWL","0.05","0.05","0.05","0.05","0.05","0.05","0","","","0.0000","0.0000"
"21/12/2022","TBL","0.80","0.34","0.80","0.80","0.80","0.80","0","0.80","","0.0000","0.0000"
"21/12/2022","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0","","11.92","0.0000","0.0000"
"21/12/2022","TOTAL","5.02","4.00","4.00","4.00","4.00","4.00","0","4.00","","0.0000","0.0000"
"21/12/2022","UNIL","5.89","3.88","3.88","3.88","3.88","3.88","0","","3.88","754.0000","2925.5200"
"20/12/2022","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0","","","0.0000","0.0000"
"20/12/2022","ACCESS","4.01","1.90","4.01","4.01","4.01","4.01","0","","4.00","49.0000","196.0000"
"20/12/2022","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0","","","0.0000","0.0000"
"20/12/2022","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0","37.00","","0.0000","0.0000"
"20/12/2022","ALW","0.10","0.10","0.10","0.10","0.10","0.10","0","","0.10","0.0000","0.0000"
"20/12/2022","ASG","8.87","8.87","8.87","8.87","8.87","8.87","0","","","0.0000","0.0000"
"20/12/2022","BOPP","7.65","6.00","7.65","7.65","7.65","7.65","0","7.65","8.00","0.0000","0.0000"
"20/12/2022","CAL","0.91","0.65","0.65","0.65","0.65","0.65","0","0.65","","0.0000","0.0000"
"20/12/2022","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.0000","0.0000"
"20/12/2022","CMLT","0.11","0.10","0.10","0.10","0.10","0.10","0","","0.10","0.0000","0.0000"
"20/12/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.0000","0.0000"
"20/12/2022","DASPHARMA","0.40","0.40","0.40","0.40","0.40","0.40","0","","0.40","0.0000","0.0000"
"20/12/2022","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0","","0.09","0.0000","0.0000"
"20/12/2022","EGH","7.60","6.50","6.64","6.64","6.64","6.64","0","","6.40","7.0000","44.8000"
"20/12/2022","EGL","3.30","2.79","3.20","3.20","3.20","3.20","0","","3.20","0.0000","0.0000"
"20/12/2022","ETI","0.20","0.13","0.15","0.15","0.15","0.15","0","","0.15","0.0000","0.0000"
