"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"28/12/2023","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","5.38","0.00","0.0000","0.0000"
"28/12/2023","MTNGH","1.55","0.82","1.40","1.40","1.40","1.40","0.00","1.35","1.40","2031.0000","2843.4000"
"28/12/2023","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.0000","0.0000"
"28/12/2023","RBGH","0.54","0.48","0.48","0.48","0.48","0.48","0.00","0.00","0.48","1200.0000","576.0000"
"28/12/2023","SCB","20.16","12.50","17.55","17.55","17.55","17.55","0.00","17.55","19.30","0.0000","0.0000"
"28/12/2023","SIC","0.31","0.20","0.24","0.24","0.24","0.24","0.00","0.00","0.24","1110.0000","266.4000"
"28/12/2023","SOGEGH","1.58","0.59","1.57","1.57","1.57","1.57","0.00","0.00","0.00","0.0000","0.0000"
"28/12/2023","TBL","0.82","0.80","0.82","0.82","0.82","0.82","0.00","0.85","0.00","0.0000","0.0000"
"28/12/2023","TOTAL","9.00","4.00","9.00","9.00","9.00","9.00","0.00","9.00","9.90","231.0000","2079.0000"
"28/12/2023","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","0.00","11.92","0.0000","0.0000"
"28/12/2023","UNIL","8.11","2.06","8.11","8.11","8.11","8.11","0.00","8.11","0.00","0.0000","0.0000"
"28/12/2023","","0.00","0.00","0.00","0.00","0.00","0.00","","","0.00","11475.0000","15224.9800"
"28/12/2023","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.41","0.00","0.0000","0.0000"
"28/12/2023","","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.0000","0.0000"
"28/12/2023","SCB PREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.00","0.00","0.0000","0.0000"
"28/12/2023","","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.0000","0.0000"
"28/12/2023","GLD","250.00","187.20","218.50","218.50","218.50","218.50","0.00","0.00","0.00","0.0000","0.0000"
"28/12/2023","","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.0000","0.0000"
"28/12/2023","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.0000","0.0000"
"28/12/2023","MMH","0.11","0.11","0.11","0.11","0.11","0.11","0.00","0.00","0.00","0.0000","0.0000"
"28/12/2023","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.0000","0.0000"
"28/12/2023","IIL","0.05","0.04","0.05","0.05","0.05","0.05","0.00","0.04","0.00","0.0000","0.0000"
"28/12/2023","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.0000","0.0000"
"27/12/2023","ACCESS","4.01","2.82","3.40","3.40","3.40","3.40","0.00","3.40","0.00","0.0000","0.0000"
"27/12/2023","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","0.0000","0.0000"
"27/12/2023","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.0000","0.0000"
"27/12/2023","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.0000","0.0000"
"27/12/2023","ASG","8.89","8.87","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.0000","0.0000"
"27/12/2023","BOPP","22.00","7.65","22.00","22.00","22.00","22.00","0.00","22.00","0.00","20.0000","440.0000"
"27/12/2023","CAL","0.65","0.47","0.48","0.48","0.48","0.48","0.00","0.00","0.48","315894.0000","151629.1200"
"27/12/2023","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0.00","0.03","0.00","0.0000","0.0000"
"27/12/2023","CMLT","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.10","0.00","0.0000","0.0000"
"27/12/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.0000","0.0000"
"27/12/2023","DASPHARMA","0.40","0.40","0.40","0.40","0.40","0.40","0.00","0.00","0.39","0.0000","0.0000"
"27/12/2023","EGH","7.00","3.80","5.50","5.50","5.50","5.50","0.00","5.00","5.50","25.0000","137.5000"
"27/12/2023","EGL","3.20","2.39","2.39","2.39","2.39","2.39","0.00","0.00","2.39","15.0000","35.8500"
"27/12/2023","ETI","0.15","0.15","0.15","0.15","0.15","0.15","0.00","0.00","0.15","2823.0000","423.4500"
"27/12/2023","FML","3.25","1.00","3.25","3.25","3.25","3.25","0.00","3.25","0.00","0.0000","0.0000"
"27/12/2023","GCB","3.94","3.15","3.40","3.40","3.40","3.40","0.00","3.40","0.00","0.0000","0.0000"
"27/12/2023","GGBL","3.40","1.37","3.40","3.40","3.40","3.40","0.00","0.00","3.39","13.0000","44.0700"
"27/12/2023","GOIL","1.72","1.45","1.50","1.50","1.50","1.50","0.00","0.00","1.50","757.0000","1135.5000"
"27/12/2023","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","5.38","0.00","0.0000","0.0000"
"27/12/2023","MTNGH","1.55","0.82","1.40","1.40","1.40","1.40","0.00","1.35","1.40","4419.0000","6186.6000"
"27/12/2023","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.0000","0.0000"
"27/12/2023","RBGH","0.54","0.48","0.48","0.48","0.48","0.48","0.00","0.00","0.48","1132.0000","543.3600"
"27/12/2023","SCB","20.16","12.50","17.55","17.55","17.55","17.55","0.00","17.55","0.00","27377.0000","480466.3500"
"27/12/2023","SIC","0.31","0.20","0.24","0.24","0.24","0.24","0.00","0.24","0.00","1502.0000","360.4800"
"27/12/2023","SOGEGH","1.58","0.59","1.57","1.57","1.57","1.57","0.00","1.57","0.00","605272.0000","950277.0400"
"27/12/2023","TBL","0.82","0.80","0.82","0.82","0.82","0.82","0.00","0.85","0.00","0.0000","0.0000"
"27/12/2023","TOTAL","9.00","4.00","9.00","9.00","9.00","9.00","0.00","9.00","0.00","0.0000","0.0000"
"27/12/2023","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","0.00","11.92","0.0000","0.0000"
"27/12/2023","UNIL","8.11","2.06","8.11","8.11","8.11","8.11","0.00","8.11","0.00","0.0000","0.0000"
"27/12/2023","","0.00","0.00","0.00","0.00","0.00","0.00","","","0.00","959249.0000","1591679.3200"
"27/12/2023","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.41","0.00","0.0000","0.0000"
"27/12/2023","","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.0000","0.0000"
"27/12/2023","SCB PREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.00","0.00","0.0000","0.0000"
"27/12/2023","","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.0000","0.0000"
"27/12/2023","GLD","250.00","187.20","218.50","218.50","218.50","218.50","0.00","0.00","0.00","0.0000","0.0000"
"27/12/2023","","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.0000","0.0000"
"27/12/2023","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.0000","0.0000"
"27/12/2023","MMH","0.11","0.11","0.11","0.11","0.11","0.11","0.00","0.00","0.00","0.0000","0.0000"
"27/12/2023","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.0000","0.0000"
"27/12/2023","IIL","0.05","0.04","0.05","0.05","0.05","0.05","0.00","0.04","0.00","0.0000","0.0000"
"27/12/2023","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","4875.0000","438.7500"
"22/12/2023","ACCESS","4.01","2.82","3.40","3.40","3.40","3.40","0.00","3.40","0.00","0.0000","0.0000"
"22/12/2023","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","0.00","5.06","1.0000","5.0600"
"22/12/2023","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.0000","0.0000"
"22/12/2023","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.0000","0.0000"
"22/12/2023","ASG","8.89","8.87","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.0000","0.0000"
"22/12/2023","BOPP","22.00","7.65","22.00","22.00","22.00","22.00","0.00","22.00","0.00","0.0000","0.0000"
"22/12/2023","CAL","0.65","0.47","0.48","0.48","0.48","0.48","0.00","0.00","0.48","297096.0000","142606.0800"
"22/12/2023","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0.00","0.03","0.00","0.0000","0.0000"
"22/12/2023","CMLT","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.10","0.00","0.0000","0.0000"
"22/12/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.0000","0.0000"
"22/12/2023","DASPHARMA","0.40","0.40","0.40","0.40","0.40","0.40","0.00","0.00","0.39","10.0000","3.9000"
"22/12/2023","EGH","7.00","3.80","5.50","5.50","5.50","5.50","0.00","5.00","5.50","223.0000","1226.5000"
"22/12/2023","EGL","3.20","2.39","2.39","2.39","2.39","2.39","0.00","0.00","2.39","132.0000","315.4800"
"22/12/2023","ETI","0.15","0.15","0.15","0.15","0.15","0.15","0.00","0.00","0.15","38529.0000","5779.3500"
"22/12/2023","FML","3.25","1.00","3.25","3.25","3.25","3.25","0.00","3.25","0.00","0.0000","0.0000"
"22/12/2023","GCB","3.94","3.15","3.40","3.40","3.40","3.40","0.00","3.40","0.00","2100.0000","7140.0000"
"22/12/2023","GGBL","3.40","1.37","3.40","3.40","3.40","3.40","0.00","0.00","3.40","100.0000","340.0000"
"22/12/2023","GOIL","1.72","1.45","1.50","1.50","1.50","1.50","0.00","0.00","1.50","1110.0000","1665.0000"
"22/12/2023","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","5.38","0.00","0.0000","0.0000"
"22/12/2023","MTNGH","1.55","0.82","1.40","1.40","1.40","1.40","0.00","1.40","1.42","1520448.0000","2128627.2000"
"22/12/2023","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.0000","0.0000"
"22/12/2023","RBGH","0.54","0.48","0.48","0.48","0.48","0.48","0.00","0.48","0.50","21270.0000","10209.6000"
"22/12/2023","SCB","20.16","12.50","17.55","17.55","17.55","17.55","0.00","0.00","17.55","312.0000","5475.6000"
"22/12/2023","SIC","0.31","0.20","0.24","0.24","0.24","0.24","0.00","0.00","0.24","1498.0000","359.5200"
"22/12/2023","SOGEGH","1.58","0.59","1.57","1.57","1.57","1.57","0.00","0.00","1.56","200.0000","312.0000"
"22/12/2023","TBL","0.82","0.80","0.82","0.82","0.82","0.82","0.00","0.85","0.00","0.0000","0.0000"
"22/12/2023","TOTAL","9.00","4.00","9.00","9.00","9.00","9.00","0.00","8.10","9.00","600.0000","5400.0000"
"22/12/2023","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","0.00","11.92","12.0000","143.0400"
"22/12/2023","UNIL","8.11","2.06","8.11","8.11","8.11","8.11","0.00","8.11","0.00","3000.0000","24330.0000"
"22/12/2023","","0.00","0.00","0.00","0.00","0.00","0.00","","","0.00","1886641.0000","2333938.3300"
"22/12/2023","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.41","0.00","0.0000","0.0000"
"22/12/2023","","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.0000","0.0000"
"22/12/2023","SCB PREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.00","0.00","0.0000","0.0000"
"22/12/2023","","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.0000","0.0000"
"22/12/2023","GLD","250.00","187.20","218.50","218.50","218.50","218.50","0.00","0.00","0.00","0.0000","0.0000"
"22/12/2023","","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.0000","0.0000"
"22/12/2023","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.0000","0.0000"
"22/12/2023","MMH","0.11","0.11","0.11","0.11","0.11","0.11","0.00","0.00","0.00","0.0000","0.0000"
"22/12/2023","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","100.0000","10.0000"
"22/12/2023","IIL","0.05","0.04","0.05","0.05","0.05","0.05","0.00","0.04","0.05","100.0000","5.0000"
"22/12/2023","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","100.0000","9.0000"
"21/12/2023","","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.0000","0.0000"
"21/12/2023","GLD","250.00","187.20","218.50","218.50","218.50","218.50","0.00","0.00","0.00","0.0000","0.0000"
"21/12/2023","","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.0000","0.0000"
"21/12/2023","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.0000","0.0000"
"21/12/2023","MMH","0.11","0.11","0.11","0.11","0.11","0.11","0.00","0.00","0.00","0.0000","0.0000"
"21/12/2023","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.0000","0.0000"
"21/12/2023","IIL","0.05","0.04","0.05","0.05","0.05","0.05","0.00","0.04","0.05","0.0000","0.0000"
"21/12/2023","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.0000","0.0000"
"21/12/2023","ACCESS","4.01","2.82","3.40","3.40","3.40","3.40","0.00","3.40","0.00","10356.0000","35210.4000"
"21/12/2023","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","0.00","5.06","0.0000","0.0000"
"21/12/2023","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.0000","0.0000"
"21/12/2023","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.0000","0.0000"
"21/12/2023","ASG","8.89","8.87","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.0000","0.0000"
"21/12/2023","BOPP","22.00","7.65","22.00","22.00","22.00","22.00","0.00","22.00","0.00","0.0000","0.0000"
"21/12/2023","CAL","0.65","0.47","0.48","0.48","0.48","0.48","0.00","0.00","0.48","22732.0000","10911.3600"
"21/12/2023","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0.00","0.03","0.00","0.0000","0.0000"
"21/12/2023","CMLT","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.10","0.00","0.0000","0.0000"
"21/12/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","623.0000","12.4600"
"21/12/2023","DASPHARMA","0.40","0.40","0.40","0.40","0.40","0.40","0.00","0.00","0.39","0.0000","0.0000"
"21/12/2023","EGH","7.00","3.80","5.50","5.50","5.50","5.50","0.00","5.00","5.50","1003.0000","5516.5000"
"21/12/2023","EGL","3.20","2.39","2.39","2.39","2.39","2.39","0.00","0.00","2.39","24.0000","57.3600"
"21/12/2023","ETI","0.15","0.15","0.15","0.15","0.15","0.15","0.00","0.00","0.15","981.0000","147.1500"
"21/12/2023","FML","3.25","1.00","3.04","3.04","3.25","3.25","0.21","3.25","0.00","1261.0000","4098.2500"
"21/12/2023","GCB","3.94","3.15","3.40","3.40","3.40","3.40","0.00","3.40","0.00","221751.0000","753953.4000"
"21/12/2023","GGBL","3.40","1.37","3.40","3.40","3.40","3.40","0.00","0.00","3.40","0.0000","0.0000"
"21/12/2023","GOIL","1.72","1.45","1.50","1.50","1.50","1.50","0.00","0.00","1.50","2.0000","3.0000"
"21/12/2023","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","5.38","0.00","0.0000","0.0000"
"21/12/2023","MTNGH","1.55","0.82","1.40","1.40","1.40","1.40","0.00","1.40","1.42","30675.0000","42945.0000"
"21/12/2023","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.0000","0.0000"
"21/12/2023","RBGH","0.54","0.48","0.50","0.50","0.48","0.48","-0.02","0.48","0.50","2896.0000","1399.2800"
"21/12/2023","SCB","20.16","12.50","17.55","17.55","17.55","17.55","0.00","0.00","17.55","489.0000","8579.1700"
"21/12/2023","SIC","0.31","0.20","0.24","0.24","0.24","0.24","0.00","0.00","0.24","354.0000","84.9600"
"21/12/2023","SOGEGH","1.58","0.59","1.57","1.57","1.57","1.57","0.00","0.00","1.56","10.0000","15.6000"
"21/12/2023","TBL","0.82","0.80","0.82","0.82","0.82","0.82","0.00","0.85","0.00","0.0000","0.0000"
"21/12/2023","TOTAL","9.00","4.00","9.00","9.00","9.00","9.00","0.00","8.10","9.00","376647.0000","3389823.0000"
"21/12/2023","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","0.00","11.92","45.0000","536.4000"
"21/12/2023","UNIL","8.11","2.06","8.11","8.11","8.11","8.11","0.00","8.11","0.00","2500.0000","20275.0000"
"21/12/2023","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.41","0.00","0.0000","0.0000"
"21/12/2023","SCB PREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.00","0.00","0.0000","0.0000"
"20/12/2023","ACCESS","4.01","2.82","3.40","3.40","3.40","3.40","0.00","0.00","3.40","0.0000","0.0000"
"20/12/2023","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","0.00","5.06","0.0000","0.0000"
"20/12/2023","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.0000","0.0000"
"20/12/2023","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.0000","0.0000"
"20/12/2023","ASG","8.89","8.87","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.0000","0.0000"
"20/12/2023","BOPP","22.00","7.65","22.00","22.00","22.00","22.00","0.00","20.10","0.00","0.0000","0.0000"
"20/12/2023","CAL","0.65","0.47","0.49","0.49","0.48","0.48","-0.01","0.00","0.50","1879461.0000","902155.7200"
"20/12/2023","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0.00","0.02","0.03","632.0000","18.9600"
"20/12/2023","CMLT","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.10","0.00","0.0000","0.0000"
"20/12/2023","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.0000","0.0000"
"20/12/2023","DASPHARMA","0.40","0.40","0.40","0.40","0.40","0.40","0.00","0.00","0.39","932.0000","345.5200"
"20/12/2023","EGH","7.00","3.80","5.50","5.50","5.50","5.50","0.00","5.50","5.70","903.0000","4966.5000"
"20/12/2023","EGL","3.20","2.39","2.39","2.39","2.39","2.39","0.00","0.00","2.39","50.0000","119.5000"
"20/12/2023","ETI","0.15","0.15","0.15","0.15","0.15","0.15","0.00","0.00","0.15","10182.0000","1527.3000"
"20/12/2023","FML","3.16","1.00","3.04","3.04","3.04","3.04","0.00","3.25","0.00","1835.0000","5965.9800"
"20/12/2023","GCB","3.94","3.15","3.40","3.40","3.40","3.40","0.00","3.40","0.00","0.0000","0.0000"
"20/12/2023","GGBL","3.40","1.37","3.40","3.40","3.40","3.40","0.00","0.00","3.40","10.0000","34.0000"
"20/12/2023","GOIL","1.72","1.45","1.50","1.50","1.50","1.50","0.00","0.00","1.50","588.0000","882.0000"
"20/12/2023","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","5.38","0.00","0.0000","0.0000"
"20/12/2023","MTNGH","1.55","0.82","1.35","1.35","1.40","1.40","0.05","1.35","1.45","269057.0000","376197.9600"
"20/12/2023","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.0000","0.0000"
"20/12/2023","RBGH","0.54","0.50","0.50","0.50","0.50","0.50","0.00","0.00","0.50","139.0000","69.5000"
"20/12/2023","SCB","20.16","12.50","17.55","17.55","17.55","17.55","0.00","0.00","0.00","65.0000","1140.7500"
"20/12/2023","SIC","0.31","0.20","0.24","0.24","0.24","0.24","0.00","0.00","0.00","1500.0000","360.0000"
"20/12/2023","SOGEGH","1.58","0.59","1.57","1.57","1.57","1.57","0.00","0.00","1.56","100.0000","156.0000"
"20/12/2023","TBL","0.82","0.80","0.82","0.82","0.82","0.82","0.00","0.85","0.00","0.0000","0.0000"
